gene	Estimate	Std. Error	z value	Pr(>|z|)	entrezgene_id	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene.y	FDR_tol	gene.z	logFC	logCPM	F	PValue	FDR_inf
LOC103821580	-0.36129582023552204	0.2642617242915434	-1.3671893695695674	0.17156595651375597	103821580	uncharacterized LOC103821580	NA	LOC103821580	uncharacterized LOC103821580	LOC103821580	103821580	0.22648748054730877	103821580	0.45597417103608073	6.569491860679111	3.631509279775377	0.05951596800355818	0.20317712692863119
LOC103821581	-0.7193867337505567	0.4017498538859871	-1.7906334670496533	0.0733521328177694	103821581	BRCA1 DNA repair associated	BRCA1	BRCA1	BRCA1 DNA repair associated	BRCA1	103821581	0.15514325746834837	103821581	0.8374472758082744	4.666706251639605	11.34994407546742	0.0010664689991486042	0.025413630254820668
LOC103821582	-5.684193093651703	1.8693041065806808	-3.0408070434559695	0.00235944984422768	103821582	NBR1 autophagy cargo receptor	NBR1	NBR1	NBR1 autophagy cargo receptor	NBR1	103821582	0.023293306884048678	103821582	-0.0033982835353218352	10.431594170389863	0.004458299978201432	0.9468953387600872	0.9752208858382176
LOC103821583	-3.0428439775580434	1.9805646990207924	-1.5363517178017212	0.12445214159080535	103821583	DEAH-box helicase 8	DHX8	DHX8	DEAH-box helicase 8	DHX8	103821583	0.17708609391083435	103821583	-0.03411759865972632	7.248576345773735	0.7896450142574905	0.3763019484418675	0.5962303750967483
LOC103821588	-0.2238899552589995	0.764637819072749	-0.2928052336340144	0.7696710276396379	103821588	signal transducer and activator of transcription 3	STAT3	STAT3	signal transducer and activator of transcription 3	STAT3	103821588	0.814181465946708	103821588	0.0019118216900339796	7.908514747300653	8.62967252841563e-4	0.9766219731256441	0.9896798713735637
LOC103821589	-0.3875627281615952	0.5133034565017679	-0.7550362719216569	0.4502272188910502	103821589	signal transducer and activator of transcription 5B	NA	LOC103821589	signal transducer and activator of transcription 5B	LOC103821589	103821589	0.521400977182165	103821589	0.018466999187674197	7.293248089076396	0.032932247302054414	0.8563575216613775	0.9250085106306684
LOC103821590	0.9938132766035699	1.5825756660844543	0.62797204449783	0.5300222535054608	103821590	NA	NA	LOC103821590	heat shock protein 30C-like	LOC103821590	103821590	0.5986671311878863	103821590	0.025293075411318994	-0.7021042635820736	0.016604467029530577	0.8977165376144163	0.9485305039031177
LOC103821591	-0.5132343124957576	1.299176262469173	-0.3950459435891484	0.6928089816537176	103821591	small nuclear ribonucleoprotein U11/U12 subunit 48	SNRNP48	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48	SNRNP48	103821591	0.7484023722197126	103821591	0.09327047600969923	1.3558789793700643	0.6761113209180081	0.41286069957786053	0.6232312137196085
LOC103821593	-3.111878629822143	1.751258406168959	-1.776938582484619	0.07557834547199069	103821593	RAB5C, member RAS oncogene family	RAB5C	RAB5C	RAB5C, member RAS oncogene family	RAB5C	103821593	0.15735046918096873	103821593	0.015705486243224917	6.718348055912332	0.2195894180016138	0.6403546169155951	0.7938244308288057
LOC103821594	2.226496384633887	1.797355094871578	1.2387626635308653	0.2154334045890503	103821594	hypocretin neuropeptide precursor	HCRT	HCRT	hypocretin neuropeptide precursor	HCRT	103821594	0.27477529449857735	103821594	-0.0741766882092385	1.386415184528795	0.5035752600996107	0.4795629990749666	0.6756099873375738
LOC103821596	-2.4287597887646966	1.6625000682809294	-1.4609080836165622	0.14404066791818113	103821596	DnaJ heat shock protein family (Hsp40) member C7	DNAJC7	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7	DNAJC7	103821596	0.19675630446501471	103821596	-0.023848245738655426	6.4175435697839625	0.4153016767939939	0.5207399530843656	0.7066213910186206
LOC103821597	0.6542740708925762	0.7960678392257877	0.8218823053182095	0.41114388459357265	103821597	2',3'-cyclic nucleotide 3' phosphodiesterase	CNP	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	CNP	103821597	0.4822627288777281	103821597	0.22219204869116838	3.4451701005578115	2.5148010445236055	0.11588367167216451	0.30149091600238465
LOC103821599	0.8779542850597711	0.8820939942343355	0.9953069523184344	0.3195869974705351	103821599	ATP citrate lyase	ACLY	ACLY	ATP citrate lyase	ACLY	103821599	0.38770809070561796	103821599	0.06942380691292804	5.838054385628965	0.9517159482159065	0.3315949570598823	0.5519890062294837
LOC103821602	-0.171260067832508	0.7773328844527315	-0.22031753867338424	0.8256238618396007	103821602	junction plakoglobin	JUP	JUP	junction plakoglobin	JUP	103821602	0.8606703457358303	103821602	-0.1343035007064503	5.8851588732376054	2.5643232095201243	0.11239740903470213	0.2965229254468294
LOC103821603	-1.9762268704663275	0.9514176584796554	-2.0771391542430426	0.03778871771422515	103821603	NA	NA	EIF1	eukaryotic translation initiation factor 1	EIF1	103821603	0.09682805973379652	103821603	0.08983110016655653	9.603858053233218	1.6505555427161775	0.20179838336679967	0.41243961724068384
LOC103821616	-0.34564040703275356	1.337656463882429	-0.2583925068694865	0.7961039989523949	103821616	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SMARCE1	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SMARCE1	103821616	0.8360823535569004	103821616	-0.049304731690185864	5.748354964431969	1.2053940509944479	0.27483575446495473	0.49628680083231563
LOC103821617	1.415376496303842	0.7234268480819257	1.9564887591005682	0.05040760535645692	103821617	C-C motif chemokine receptor 7	CCR7	CCR7	C-C motif chemokine receptor 7	CCR7	103821617	0.12137601307376845	103821617	-0.03659015999002623	2.681383829623555	0.06066035089094239	0.8059514510634667	0.8976583464544009
LOC103821618	15.215584273188536	8.54962789100482	1.7796779540776344	0.07512868040843738	103821618	DNA topoisomerase II alpha	TOP2A	TOP2A	DNA topoisomerase II alpha	TOP2A	103821618	0.1569773691656903	103821618	-0.10010043648865463	0.2070193607955881	0.33047775189883105	0.5666776462026802	0.7407737250755841
LOC103821620	-0.3894964424463612	0.8991548862516678	-0.43318058812988935	0.6648835801792384	103821620	NA	NA	RARA	retinoic acid receptor alpha	RARA	103821620	0.7237124969867434	103821620	0.11821582046087412	3.530445491492731	1.722827391282098	0.1922811864389422	0.40171456140785133
LOC103821621	-0.029990525159843292	0.9595263873039757	-0.03125555019295406	0.9750657388801455	103821621	NA	NA	MSL1	MSL complex subunit 1	MSL1	103821621	0.9812219097214263	103821621	0.06938373542795925	7.195495262073747	1.2679398138292806	0.26280052172599633	0.48294408050471865
LOC103821622	-1.3522116496363523	1.4853873828216146	-0.9103427599255056	0.36264177458795155	103821622	mediator complex subunit 24	MED24	MED24	mediator complex subunit 24	MED24	103821622	0.4332646833134707	103821622	-0.06830790813950015	5.379647837056875	2.1440633500451556	0.1462030802870726	0.34357471360827296
LOC103821623	-0.2929213587234264	1.0181067709238458	-0.2877118265873284	0.7735673363398444	103821623	proteasome 26S subunit, non-ATPase 3	PSMD3	PSMD3	proteasome 26S subunit, non-ATPase 3	PSMD3	103821623	0.8175655815296763	103821623	-0.1436912549979161	5.65946280697351	6.9582202793126156	0.009652206694209903	0.0727013001108398
LOC103821624	-0.04327463666953949	0.630701569565383	-0.06861349132103806	0.9452972796556347	103821624	NA	NA	LOC103821624	gasdermin-A3	LOC103821624	103821624	0.9578264798889368	103821624	0.4024632522853753	2.7706466032395145	5.958154380032381	0.016376519968814316	0.09604155773220818
LOC103821625	0.7697155863204548	1.1273977165666003	0.6827365134857308	0.49477335269369394	103821625	ORMDL sphingolipid biosynthesis regulator 3	ORMDL3	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3	ORMDL3	103821625	0.5644091395040387	103821625	-0.10294713602898721	7.579195098485323	2.447435220735528	0.1208198129732134	0.30830662585682744
LOC103821626	1.7908870362315632	2.033245914901051	0.8808019842099217	0.3784250056153332	103821626	leucine rich repeat containing 3C	NA	LRRC3C	leucine rich repeat containing 3C	LRRC3C	103821626	0.4493583101650519	103821626	-0.12882761594213332	1.0412834834608111	0.542924092154053	0.46293208153194365	0.6626430196151241
LOC103821627	4.3143126443116575	2.9861353268705035	1.4447813551816138	0.1485193097636467	103821627	mitogen-activated protein kinase kinase kinase 4	MAP3K4	MAP3K4	mitogen-activated protein kinase kinase kinase 4	MAP3K4	103821627	0.2016574082038323	103821627	-0.1453450161723587	2.879822877168658	5.080039856920925	0.026346767304669526	0.1256219389965763
LOC103821628	14.263789922353311	4.580084062412213	3.114307451125894	0.0018437725487675247	103821628	NA	NA	ERBB2	erb-b2 receptor tyrosine kinase 2	ERBB2	103821628	0.023293306884048678	103821628	-0.3470158275961245	1.4813718997852767	7.477158239081073	0.007375894667763706	0.06338623181415204
LOC103821643	-0.13079132013826406	1.6584244108327473	-0.07886480642948906	0.9371401564211511	103821643	golgi SNAP receptor complex member 2	GOSR2	GOSR2	golgi SNAP receptor complex member 2	GOSR2	103821643	0.9517494554881558	103821643	0.04741659253039526	5.099560398763857	0.8969337227058053	0.3458475551892406	0.5676773032340706
LOC103821644	-1.5960934470272468	1.1462897078344725	-1.3923997015052387	0.16380139481791067	103821644	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	NSF	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	NSF	103821644	0.2178224858228212	103821644	0.06084366772566527	5.361623930365803	1.126521111604987	0.29102968476773017	0.5129708909237681
LOC103821646	-3.1089596521154457	2.6723913005626296	-1.1633624355313923	0.2446824836928511	103821646	dephospho-CoA kinase domain containing	DCAKD	DCAKD	dephospho-CoA kinase domain containing	DCAKD	103821646	0.3068366753073014	103821646	0.06375861347112668	0.8446032237313051	0.41654830255874253	0.5201330345772675	0.7061490159691873
LOC103821647	-1.8008373076243527	1.340428508733286	-1.3434788173269727	0.1791169805656722	103821647	N-myristoyltransferase 1	NMT1	NMT1	N-myristoyltransferase 1	NMT1	103821647	0.23470057226806934	103821647	0.15998118209684245	2.9245298568697895	6.951319712140291	0.00968777018404332	0.072818404813119
LOC103821648	-0.548926146133503	0.8455932014432027	-0.6491610211584389	0.5162343032954464	103821648	mitogen-activated protein kinase kinase kinase 14	MAP3K14	MAP3K14	mitogen-activated protein kinase kinase kinase 14	MAP3K14	103821648	0.5852509189421548	103821648	0.10323752048752201	5.427837844004894	1.454171162270609	0.23065456705836915	0.4484202127930884
LOC103821649	0.7267534671963478	1.2874412052570945	0.5644944904891555	0.5724176486532815	103821649	NA	NA	XPO5	exportin 5	XPO5	103821649	0.63862592850431	103821649	-0.10826252511830328	7.395601333015521	5.374863346174655	0.02242818911539018	0.1140866676929118
LOC103821650	0.161396639474706	0.9127025252400495	0.1768337821046974	0.8596389529090522	103821650	G-patch domain containing 8	GPATCH8	GPATCH8	G-patch domain containing 8	GPATCH8	103821650	0.8886246695783087	103821650	-0.1274222130587297	6.822149996997653	2.5171648825718442	0.11571365021235948	0.3014078230113822
LOC103821651	-1.5750399692701431	1.0576391929547295	-1.4892034823992761	0.13643379407634523	103821651	pleckstrin homology and RUN domain containing M1	PLEKHM1	PLEKHM1	pleckstrin homology and RUN domain containing M1	PLEKHM1	103821651	0.1889596825706635	103821651	0.010596857416916275	6.435660685328265	0.030294358723625348	0.8621695914795626	0.9288889964666366
LOC103821652	1.3342724144201914	0.6128139821864813	2.177287811971248	0.02945909998134652	103821652	ribosomal protein L19	RPL19	RPL19	ribosomal protein L19	RPL19	103821652	0.07887630178484316	103821652	-0.3402185233005554	10.568631202843	9.45012357240067	0.0027101195490557874	0.038018309458091086
LOC103821653	-2.578413010654992	1.1658037698825265	-2.21170412831553	0.02698711507447081	103821653	F-box and leucine rich repeat protein 20	FBXL20	FBXL20	F-box and leucine rich repeat protein 20	FBXL20	103821653	0.07320073823669347	103821653	0.03952324749268392	7.645939290858975	0.4948791153822516	0.48336440251168344	0.6785130661109341
LOC103821654	-0.5990783320987617	0.9925442077416985	-0.603578487916245	0.5461239186005583	103821654	mediator complex subunit 1	MED1	MED1	mediator complex subunit 1	MED1	103821654	0.6139163199050086	103821654	-0.08489117938898616	7.580197492038195	1.5690480717191193	0.21321458089217907	0.4279624307377764
LOC103821657	-3.4048445178690656	1.646450173926276	-2.067991228516537	0.038640847919336356	103821657	DDB1 and CUL4 associated factor 7	DCAF7	DCAF7	DDB1 and CUL4 associated factor 7	DCAF7	103821657	0.09859602118305019	103821657	0.02635760097048394	6.144667255760286	0.42969692654999736	0.5136160640335261	0.7014898914856594
LOC103821658	-1.9306065747150918	1.9942175773595092	-0.9681022756159621	0.33299329351077384	103821658	NA	NA	MAP3K3	mitogen-activated protein kinase kinase kinase 3	MAP3K3	103821658	0.40191119036675405	103821658	0.04949780846884494	3.3322884485476387	0.5001141474181318	0.4810658963293326	0.6772027850558927
LOC103821659	-2.122203331311039	1.2341630887682913	-1.7195485350554616	0.08551453802037685	103821659	STE20 related adaptor alpha	STRADA	STRADA	STE20 related adaptor alpha	STRADA	103821659	0.1579754812587004	103821659	0.0539153370423467	7.49347064290175	1.3774271080677813	0.24327785542633656	0.4633581461076767
LOC103821660	2.8516458175344095	1.4640113942041586	1.9478303439602487	0.05143526668624988	103821660	RNA polymerase I and III subunit C	POLR1C	POLR1C	RNA polymerase I and III subunit C	POLR1C	103821660	0.12316405676606829	103821660	-0.20931598402021234	2.078126513772905	7.447703453035793	0.0074861069022030624	0.06413137419987773
LOC103821663	0.08546311683864329	1.0199656917408269	0.08379018777855074	0.933223249603258	103821663	NA	NA	DDX42	DEAD-box helicase 42	DDX42	103821663	0.9483581608626857	103821663	-0.14801539677029532	6.6875520079912825	7.471938187826801	0.007391050330010311	0.06346650141757085
LOC103821664	-2.266307484943759	1.6704136915654928	-1.3567342607326223	0.17486566224150998	103821664	coiled-coil domain containing 47	CCDC47	CCDC47	coiled-coil domain containing 47	CCDC47	103821664	0.23007570242587613	103821664	-0.07826275323310537	5.081090049677555	2.931562647640353	0.08990757257785649	0.26208633737038617
LOC103821665	-2.4062772059934177	1.4471693231379559	-1.6627475220216728	0.09636298524920762	103821665	cell division cycle 27	CDC27	CDC27	cell division cycle 27	CDC27	103821665	0.1579754812587004	103821665	-0.07655980777254512	6.597835467428506	2.5045004970218194	0.11662277765901272	0.3024046080709111
LOC103821666	-0.20020932942882108	0.7436365848944781	-0.269230069493193	0.7877526421520225	103821666	NA	NA	YIPF3	Yip1 domain family member 3	YIPF3	103821666	0.8294340127122725	103821666	-0.19640996298723631	3.914818262200507	4.813082344422614	0.03051895877352368	0.13732541827553207
LOC103821667	-0.5518644756106657	0.6183216285557498	-0.8925200900697716	0.37211422940598027	103821667	NA	NA	SLC25A39	solute carrier family 25 member 39	SLC25A39	103821667	0.4428415588371133	103821667	-0.0336641524691182	8.760032501456266	0.14203407596443401	0.7070514550437836	0.839234320864367
LOC103821668	-0.0747361931398863	0.9059309284231611	-0.08249656877259959	0.9342518467587123	103821668	upstream binding transcription factor	UBTF	UBTF	upstream binding transcription factor	UBTF	103821668	0.949197794859534	103821668	-0.12068630773831447	3.748134771286686	1.0750404018145208	0.30226630071005256	0.5247231439397986
LOC103821669	-1.6200729262920355	0.6902388818219117	-2.3471191915700134	0.01891920152598161	103821669	ataxin 7 like 3	ATXN7L3	ATXN7L3	ataxin 7 like 3	ATXN7L3	103821669	0.05402907566358674	103821669	0.10362434719769503	5.905521550733299	1.0167975404870202	0.315670137907456	0.5371412355974392
LOC103821670	1.4586820904163011	1.4302538228184576	1.0198763793840613	0.3077870932377518	103821670	NA	NA	SLC35B1	solute carrier family 35 member B1	SLC35B1	103821670	0.3753484407728548	103821670	-0.16157192843698612	7.5404586366264565	10.538621768870165	0.0015829614281521747	0.030309545661145326
LOC103821671	-0.7745353468792935	0.47390163259247814	-1.6343799928314218	0.10217908657262965	103821671	karyopherin subunit beta 1	KPNB1	KPNB1	karyopherin subunit beta 1	KPNB1	103821671	0.15956188188555703	103821671	0.272063286988186	5.944145180792657	4.6084790568931435	0.03418884403706807	0.1463066862884047
LOC103821674	0.5319045077922187	1.2957292299344216	0.41050591088320126	0.6814348683774972	103821674	FtsJ RNA 2'-O-methyltransferase 3	FTSJ3	FTSJ3	FtsJ RNA 2'-O-methyltransferase 3	FTSJ3	103821674	0.7381798900794043	103821674	-0.07928123031673134	4.789468146455914	1.3276647645965396	0.2519193980485635	0.47233264220958976
LOC103821675	-2.5601648374421453	1.9075710134555035	-1.3421072239950265	0.17956123192248757	103821675	zinc finger protein 318	ZNF318	ZNF318	zinc finger protein 318	ZNF318	103821675	0.23522636007592393	103821675	0.00195308852848488	4.123949621965825	9.440108443984355e-4	0.9755491971331702	0.9893276284623138
