entrezgene_id	ensembl_gene_id	wikigene_name	entrezgene_description	external_gene_name	gene_gff	description	gene_name	gene_tag	gene
103826498	ENSSCAG00000009231	ADCK1	aarF domain containing kinase 1	ADCK1	ADCK1	aarF domain containing kinase 1	ADCK1	LOC103826498	103826498
103826499	ENSSCAG00000009247	ALKBH1	alkB homolog 1, histone H2A dioxygenase	ALKBH1	ALKBH1	alkB homolog 1, histone H2A dioxygenase	ALKBH1	LOC103826499	103826499
103826500	ENSSCAG00000009244	SLIRP	SRA stem-loop interacting RNA binding protein	SLIRP	SLIRP	SRA stem-loop interacting RNA binding protein	SLIRP	LOC103826500	103826500
103826501	ENSSCAG00000009239	SNW1	SNW domain containing 1		SNW1	SNW domain containing 1	SNW1	LOC103826501	103826501
103826503	ENSSCAG00000009310	AHSA1	activator of HSP90 ATPase activity 1	AHSA1	AHSA1	activator of HSP90 ATPase activity 1	AHSA1	LOC103826503	103826503
103826504	ENSSCAG00000007935	CEP192	centrosomal protein 192	CEP192	CEP192	centrosomal protein 192	CEP192	LOC103826504	103826504
103826505	ENSSCAG00000009317	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	VIPAS39	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	VIPAS39	LOC103826505	103826505
103826507	ENSSCAG00000009330	TMED8	transmembrane p24 trafficking protein family member 8	TMED8	TMED8	transmembrane p24 trafficking protein family member 8	TMED8	LOC103826507	103826507
103826508	ENSSCAG00000009333	GSTZ1	glutathione S-transferase zeta 1	GSTZ1	GSTZ1	glutathione S-transferase zeta 1	GSTZ1	LOC103826508	103826508
103826509	ENSSCAG00000009364	POMT2	protein O-mannosyltransferase 2	POMT2	POMT2	protein O-mannosyltransferase 2	POMT2	LOC103826509	103826509
103826510	ENSSCAG00000009474	TMEM63C	transmembrane protein 63C	TMEM63C	TMEM63C	transmembrane protein 63C	TMEM63C	LOC103826510	103826510
103826511	ENSSCAG00000009499	CIPC	CLOCK interacting pacemaker	CIPC	CIPC	CLOCK interacting pacemaker	CIPC	LOC103826511	103826511
103826512	ENSSCAG00000009491	ZDHHC22	zinc finger DHHC-type palmitoyltransferase 22	ZDHHC22	ZDHHC22	zinc finger DHHC-type palmitoyltransferase 22	ZDHHC22	LOC103826512	103826512
103826514	ENSSCAG00000007953	PTPN2	protein tyrosine phosphatase non-receptor type 2	PTPN2	PTPN2	protein tyrosine phosphatase non-receptor type 2	PTPN2	LOC103826514	103826514
103826515	ENSSCAG00000009585	ESRRB	estrogen related receptor beta	ESRRB	ESRRB	estrogen related receptor beta	ESRRB	LOC103826515	103826515
103826516	ENSSCAG00000009600	GPATCH2L	G-patch domain containing 2 like	GPATCH2L	GPATCH2L	G-patch domain containing 2 like	GPATCH2L	LOC103826516	103826516
103826517	ENSSCAG00000009609	IFT43	intraflagellar transport 43	IFT43	IFT43	intraflagellar transport 43	IFT43	LOC103826517	103826517
103826518	ENSSCAG00000009658	ERG28	ergosterol biosynthesis 28 homolog	ERG28	ERG28	ergosterol biosynthesis 28 homolog	ERG28	ERG28	ERG28
103826519	ENSSCAG00000009693	BATF	basic leucine zipper ATF-like transcription factor	BATF	BATF	basic leucine zipper ATF-like transcription factor	BATF	LOC103826519	103826519
103826520	ENSSCAG00000009696	JDP2	Jun dimerization protein 2	JDP2	JDP2	Jun dimerization protein 2	JDP2	LOC103826520	103826520
103826521	ENSSCAG00000009700	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	FOS	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	FOS	LOC103826521	103826521
103826522	ENSSCAG00000009801	ACYP1	acylphosphatase 1		ACYP1	acylphosphatase 1	ACYP1	LOC103826522	103826522
103826523	ENSSCAG00000009821	EIF2B2	eukaryotic translation initiation factor 2B subunit beta	EIF2B2	EIF2B2	eukaryotic translation initiation factor 2B subunit beta	EIF2B2	LOC103826523	103826523
103826524	ENSSCAG00000009837	DLST	dihydrolipoamide S-succinyltransferase	DLST	DLST	dihydrolipoamide S-succinyltransferase	DLST	LOC103826524	103826524
103826526	ENSSCAG00000009987	FCF1	FCF1 rRNA-processing protein	FCF1	FCF1	FCF1 rRNA-processing protein	FCF1	LOC103826526	103826526
103826527	ENSSCAG00000009993	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	AREL1	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	AREL1	LOC103826527	103826527
103826529	ENSSCAG00000010157	LOC103826529	vertnin	VRTN	VRTN	vertebrae development associated	VRTN	LOC103826529	103826529
103826530	ENSSCAG00000010166	LOC103826530	acetyl-coenzyme A synthetase 2-like, mitochondrial		LOC103826530	acetyl-coenzyme A synthetase 2-like, mitochondrial	LOC103826530	LOC103826530	103826530
103826532	ENSSCAG00000010275	COQ6	coenzyme Q6, monooxygenase	COQ6	COQ6	coenzyme Q6, monooxygenase	COQ6	LOC103826532	103826532
103826533	ENSSCAG00000010262	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	ENTPD5	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	ENTPD5	LOC103826533	103826533
103826534	ENSSCAG00000010313	FAM161B	FAM161 centrosomal protein B	FAM161B	FAM161B	FAM161 centrosomal protein B	FAM161B	LOC103826534	103826534
103826535	ENSSCAG00000007957	PSMG2	proteasome assembly chaperone 2	PSMG2	PSMG2	proteasome assembly chaperone 2	PSMG2	LOC103826535	103826535
103826536	ENSSCAG00000010325	FBXO33	F-box protein 33	FBXO33	FBXO33	F-box protein 33	FBXO33	LOC103826536	103826536
103826537	ENSSCAG00000010317	ZNF410	zinc finger protein 410	ZNF410	ZNF410	zinc finger protein 410	ZNF410	LOC103826537	103826537
103826538	ENSSCAG00000010329	MIA2	MIA SH3 domain ER export factor 2		MIA2	MIA SH3 domain ER export factor 2	MIA2	LOC103826538	103826538
103826539	ENSSCAG00000010348	PNN	pinin, desmosome associated protein	PNN	PNN	pinin, desmosome associated protein	PNN	LOC103826539	103826539
103826540	ENSSCAG00000010370	TRAPPC6B	trafficking protein particle complex 6B	TRAPPC6B	TRAPPC6B	trafficking protein particle complex subunit 6B	TRAPPC6B	LOC103826540	103826540
103826541	ENSSCAG00000010381	SEC23A	Sec23 homolog A, COPII coat complex component	SEC23A	SEC23A	SEC23 homolog A, COPII coat complex component	SEC23A	LOC103826541	103826541
103826543	ENSSCAG00000010388	FOXA1	forkhead box A1	FOXA1	FOXA1	forkhead box A1	FOXA1	LOC103826543	103826543
103826545	ENSSCAG00000007960	CEP76	centrosomal protein 76	CEP76	CEP76	centrosomal protein 76	CEP76	LOC103826545	103826545
103826546	ENSSCAG00000010410	SLC25A21	solute carrier family 25 member 21	SLC25A21	SLC25A21	solute carrier family 25 member 21	SLC25A21	LOC103826546	103826546
103826551	ENSSCAG00000010457	PRORP	protein only RNase P catalytic subunit	PRORP	PRORP	protein only RNase P catalytic subunit	PRORP	PRORP	PRORP
103826552	ENSSCAG00000010479	SRP54	signal recognition particle 54	SRP54	SRP54	signal recognition particle 54	SRP54	LOC103826552	103826552
103826553	ENSSCAG00000010641	CFL2	cofilin 2	CFL2	CFL2	cofilin 2	CFL2	LOC103826553	103826553
103826555	ENSSCAG00000008074	PRELID3A	PRELI domain containing 3A	PRELID3A	PRELID3A	PRELI domain containing 3A	PRELID3A	LOC103826555	103826555
103826557	ENSSCAG00000010695	EGLN3	egl-9 family hypoxia inducible factor 3	EGLN3	EGLN3	egl-9 family hypoxia inducible factor 3	EGLN3	LOC103826557	103826557
103826560	ENSSCAG00000010952	ARHGAP5	Rho GTPase activating protein 5	ARHGAP5	ARHGAP5	Rho GTPase activating protein 5	ARHGAP5	LOC103826560	103826560
103826562	ENSSCAG00000010970	HEATR5A	HEAT repeat containing 5A	HEATR5A	HEATR5A	HEAT repeat containing 5A	HEATR5A	LOC103826562	103826562
103826564	ENSSCAG00000011172	AP4S1	adaptor related protein complex 4 subunit sigma 1	AP4S1	AP4S1	adaptor related protein complex 4 subunit sigma 1	AP4S1	LOC103826564	103826564
103826568	ENSSCAG00000011391	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	G2E3	G2E3	G2/M-phase specific E3 ubiquitin protein ligase	G2E3	LOC103826568	103826568
103826569	ENSSCAG00000000248	TOP1MT	DNA topoisomerase I mitochondrial	TOP1MT	TOP1MT	DNA topoisomerase I mitochondrial	TOP1MT	LOC103826569	103826569
103826570	ENSSCAG00000008078	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	AFG3L2	LOC103826570	103826570
103826571	ENSSCAG00000011406	PRKD1	protein kinase D1	PRKD1	PRKD1	protein kinase D1	PRKD1	LOC103826571	103826571
103826573	ENSSCAG00000011450	STXBP6	syntaxin binding protein 6	STXBP6	STXBP6	syntaxin binding protein 6	STXBP6	LOC103826573	103826573
103826574	ENSSCAG00000011459	GJD2	gap junction protein delta 2	GJD2	GJD2	gap junction protein delta 2	GJD2	LOC103826574	103826574
103826575	ENSSCAG00000011460	ACTC1	actin alpha cardiac muscle 1	ACTC1	ACTC1	actin alpha cardiac muscle 1	ACTC1	LOC103826575	103826575
103826577	ENSSCAG00000011496	DPH6	diphthamine biosynthesis 6	DPH6	DPH6	diphthamine biosynthesis 6	DPH6	LOC103826577	103826577
103826578	ENSSCAG00000008091	TUBB6	tubulin beta 6 class V	TUBB6	TUBB6	tubulin beta 6 class V	TUBB6	LOC103826578	103826578
103826579	ENSSCAG00000011518	CUNH15orf41	chromosome unknown C15orf41 homolog	CDIN1	CDIN1	CDAN1 interacting nuclease 1	CDIN1	CDIN1	CDIN1
103826581	ENSSCAG00000011566	SPRED1	sprouty related EVH1 domain containing 1	SPRED1	SPRED1	sprouty related EVH1 domain containing 1	SPRED1	LOC103826581	103826581
103826582	ENSSCAG00000011853	LOC103826582	neuroendocrine protein 7B2		ARHGAP11A	Rho GTPase activating protein 11A	ARHGAP11A	LOC103826582	103826582
103826582	ENSSCAG00000011896	LOC103826582	neuroendocrine protein 7B2	SCG5	ARHGAP11A	Rho GTPase activating protein 11A	ARHGAP11A	LOC103826582	103826582
103826586	ENSSCAG00000012059	CHRM5	cholinergic receptor muscarinic 5	CHRM5	CHRM5	cholinergic receptor muscarinic 5	CHRM5	LOC103826586	103826586
103826587	ENSSCAG00000012063	EMC7	ER membrane protein complex subunit 7	EMC7	EMC7	ER membrane protein complex subunit 7	EMC7	LOC103826587	103826587
103826588	ENSSCAG00000012067	KATNBL1	katanin regulatory subunit B1 like 1	KATNBL1	KATNBL1	katanin regulatory subunit B1 like 1	KATNBL1	LOC103826588	103826588
103826589	ENSSCAG00000012080	THBS1	thrombospondin 1	THBS1	THBS1	thrombospondin 1	THBS1	LOC103826589	103826589
103826590	ENSSCAG00000012108	GPR176	G protein-coupled receptor 176	GPR176	GPR176	G protein-coupled receptor 176	GPR176	LOC103826590	103826590
103826591	ENSSCAG00000012310	SRP14	signal recognition particle 14	SRP14	SRP14	signal recognition particle 14	SRP14	LOC103826591	103826591
103826592	ENSSCAG00000012316	BMF	Bcl2 modifying factor	BMF	BMF	Bcl2 modifying factor	BMF	LOC103826592	103826592
103826593	ENSSCAG00000012365	MPP5	membrane palmitoylated protein 5	PALS1	PALS1	protein associated with LIN7 1, MAGUK p55 family member	PALS1	PALS1	PALS1
103826595	ENSSCAG00000012433	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	EIF2S1	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	EIF2S1	LOC103826595	103826595
103826596	ENSSCAG00000012435	PLEK2	pleckstrin 2	PLEK2	PLEK2	pleckstrin 2	PLEK2	LOC103826596	103826596
103826598	ENSSCAG00000012478	ZFYVE26	zinc finger FYVE-type containing 26	ZFYVE26	ZFYVE26	zinc finger FYVE-type containing 26	ZFYVE26	LOC103826598	103826598
103826599	ENSSCAG00000013098	ARG2	arginase 2	ARG2	ARG2	arginase 2	ARG2	LOC103826599	103826599
103826600	ENSSCAG00000008097	CIDEA	cell death inducing DFFA like effector a	CIDEA	CIDEA	cell death inducing DFFA like effector a	CIDEA	LOC103826600	103826600
103826601	ENSSCAG00000013095	VTI1B	vesicle transport through interaction with t-SNAREs 1B	VTI1B	VTI1B	vesicle transport through interaction with t-SNAREs 1B	VTI1B	LOC103826601	103826601
103826602	ENSSCAG00000013108	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1	PLEKHH1	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1	PLEKHH1	LOC103826602	103826602
103826603	ENSSCAG00000013126	TMEM229B	transmembrane protein 229B	TMEM229B	TMEM229B	transmembrane protein 229B	TMEM229B	LOC103826603	103826603
103826604	ENSSCAG00000013145	RAD51B	RAD51 paralog B	RAD51B	RAD51B	RAD51 paralog B	RAD51B	LOC103826604	103826604
103826605	ENSSCAG00000013188	LOC103826605	serine/arginine-rich splicing factor 5-like		LOC103826605	serine/arginine-rich splicing factor 5-like	LOC103826605	LOC103826605	103826605
103826607	ENSSCAG00000013244	DCAF5	DDB1 and CUL4 associated factor 5	DCAF5	DCAF5	DDB1 and CUL4 associated factor 5	DCAF5	LOC103826607	103826607
103826608	ENSSCAG00000013256	EXD2	exonuclease 3'-5' domain containing 2	EXD2	EXD2	exonuclease 3'-5' domain containing 2	EXD2	LOC103826608	103826608
103826609	ENSSCAG00000013269	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16	GALNT16	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16	GALNT16	LOC103826609	103826609
103826610	ENSSCAG00000008123	MPPE1	metallophosphoesterase 1	MPPE1	MPPE1	metallophosphoesterase 1	MPPE1	LOC103826610	103826610
103826612	ENSSCAG00000013288	SLC39A9	solute carrier family 39 member 9	SLC39A9	SLC39A9	solute carrier family 39 member 9	SLC39A9	LOC103826612	103826612
103826613	ENSSCAG00000013305	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	PLEKHD1	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1	PLEKHD1	LOC103826613	103826613
103826614	ENSSCAG00000013329	SUSD6	sushi domain containing 6	SUSD6	SUSD6	sushi domain containing 6	SUSD6	LOC103826614	103826614
103826615	ENSSCAG00000013342	SRSF5	serine and arginine rich splicing factor 5	SRSF5	SRSF5	serine and arginine rich splicing factor 5	SRSF5	LOC103826615	103826615
103826617	ENSSCAG00000013370	SLC8A3	solute carrier family 8 member A3	SLC8A3	SLC8A3	solute carrier family 8 member A3	SLC8A3	LOC103826617	103826617
103826618	ENSSCAG00000013377	LOC103826618	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	COX16	LOC103826618	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	COX16	LOC103826618	103826618
103826619	ENSSCAG00000013386	SYNJ2BP	deubiquitinase DESI2-like		LOC103826619	deubiquitinase DESI2-like	SYNJ2BP	LOC103826619	103826619
103826619	ENSSCAG00000013386	LOC103826619	deubiquitinase DESI2-like		LOC103826619	deubiquitinase DESI2-like	LOC103826619	LOC103826619	103826619
103826620	ENSSCAG00000013386	SYNJ2BP	synaptojanin 2 binding protein		SYNJ2BP	synaptojanin 2 binding protein	SYNJ2BP	LOC103826620	103826620
103826620	ENSSCAG00000013386	LOC103826619	synaptojanin 2 binding protein		SYNJ2BP	synaptojanin 2 binding protein	SYNJ2BP	LOC103826620	103826620
103826622	ENSSCAG00000013399	MED6	mediator complex subunit 6	MED6	MED6	mediator complex subunit 6	MED6	LOC103826622	103826622
103826624	ENSSCAG00000013689	SIPA1L1	signal induced proliferation associated 1 like 1	SIPA1L1	SIPA1L1	signal induced proliferation associated 1 like 1	SIPA1L1	LOC103826624	103826624
103826626	ENSSCAG00000013719	DPF3	double PHD fingers 3	DPF3	DPF3	double PHD fingers 3	DPF3	LOC103826626	103826626
103826627	ENSSCAG00000013733	DCAF4	DDB1 and CUL4 associated factor 4		DCAF4	DDB1 and CUL4 associated factor 4	DCAF4	LOC103826627	103826627
103826628	ENSSCAG00000013748	ZFYVE1	zinc finger FYVE-type containing 1	ZFYVE1	ZFYVE1	zinc finger FYVE-type containing 1	ZFYVE1	LOC103826628	103826628
103826629	ENSSCAG00000008158	GNAL	G protein subunit alpha L	GNAL	GNAL	G protein subunit alpha L	GNAL	LOC103826629	103826629
103826630	ENSSCAG00000013754	RBM25	RNA binding motif protein 25	RBM25	RBM25	RNA binding motif protein 25	RBM25	LOC103826630	103826630
103826631	ENSSCAG00000013766	PSEN1	presenilin 1	PSEN1	PSEN1	presenilin 1	PSEN1	LOC103826631	103826631
103826632	ENSSCAG00000013778	PAPLN	papilin, proteoglycan like sulfated glycoprotein	PAPLN	PAPLN	papilin, proteoglycan like sulfated glycoprotein	PAPLN	LOC103826632	103826632
103826635	ENSSCAG00000013903	DNAL1	dynein axonemal light chain 1	DNAL1	DNAL1	dynein axonemal light chain 1	DNAL1	LOC103826635	103826635
103826636	ENSSCAG00000013910	MIDEAS	mitotic deacetylase associated SANT domain protein	MIDEAS	MIDEAS	mitotic deacetylase associated SANT domain protein	MIDEAS	MIDEAS	MIDEAS
103826637	ENSSCAG00000013915	PTGR2	prostaglandin reductase 2	PTGR2	PTGR2	prostaglandin reductase 2	PTGR2	LOC103826637	103826637
103826638	ENSSCAG00000013934	UBR1	ubiquitin protein ligase E3 component n-recognin 1	UBR1	UBR1	ubiquitin protein ligase E3 component n-recognin 1	UBR1	LOC103826638	103826638
103826639	ENSSCAG00000013947	LOC103826639	photoreceptor outer segment membrane glycoprotein 2		LOC103826639	photoreceptor outer segment membrane glycoprotein 2	LOC103826639	LOC103826639	103826639
103826640	ENSSCAG00000000155	TTBK2	tau tubulin kinase 2	TTBK2	TTBK2	tau tubulin kinase 2	TTBK2	LOC103826640	103826640
103826641	ENSSCAG00000000434	LRRC57	leucine rich repeat containing 57	LRRC57	LRRC57	leucine rich repeat containing 57	LRRC57	LOC103826641	103826641
103826642	ENSSCAG00000000448	SNAP23	synaptosome associated protein 23	SNAP23	SNAP23	synaptosome associated protein 23	SNAP23	LOC103826642	103826642
103826644	ENSSCAG00000000462	ZNF106	zinc finger protein 106	ZNF106	ZNF106	zinc finger protein 106	ZNF106	LOC103826644	103826644
103826645	ENSSCAG00000000502	CAPN3	calpain 3	CAPN3	CAPN3	calpain 3	CAPN3	LOC103826645	103826645
103826646	ENSSCAG00000001023	PLA2G4F	phospholipase A2 group IVF		PLA2G4F	phospholipase A2 group IVF	PLA2G4F	LOC103826646	103826646
103826647	ENSSCAG00000001089	LOC103826647	cytosolic phospholipase A2 epsilon-like		LOC103826647	cytosolic phospholipase A2 epsilon-like	LOC103826647	LOC103826647	103826647
103826648	ENSSCAG00000001118	LOC103826648	cytosolic phospholipase A2 epsilon-like		LOC103826648	cytosolic phospholipase A2 epsilon-like	LOC103826648	LOC103826648	103826648
103826649	ENSSCAG00000009138	RAB31	RAB31, member RAS oncogene family	RAB31	RAB31	RAB31, member RAS oncogene family	RAB31	LOC103826649	103826649
103826650	ENSSCAG00000001145	LOC103826650	cytosolic phospholipase A2 epsilon-like		LOC103826650	cytosolic phospholipase A2 epsilon-like	LOC103826650	LOC103826650	103826650
103826651	ENSSCAG00000001255	EHD4	EH domain containing 4	EHD4	EHD4	EH domain containing 4	EHD4	LOC103826651	103826651
103826652	ENSSCAG00000001372	JMJD7	jumonji domain containing 7	JMJD7	JMJD7	jumonji domain containing 7	JMJD7	LOC103826652	103826652
103826653	ENSSCAG00000001364	LOC103826653	acyl-coenzyme A thioesterase 1-like		LOC103826653	acyl-coenzyme A thioesterase 1-like	LOC103826653	LOC103826653	103826653
103826654	ENSSCAG00000001384	MAPKBP1	mitogen-activated protein kinase binding protein 1	MAPKBP1	MAPKBP1	mitogen-activated protein kinase binding protein 1	MAPKBP1	LOC103826654	103826654
103826656	ENSSCAG00000000299	LOC103826656	lymphocyte antigen 6E-like		LOC103826656	lymphocyte antigen 6E-like	LOC103826656	LOC103826656	103826656
103826657	ENSSCAG00000001548	TYRO3	TYRO3 protein tyrosine kinase	TYRO3	TYRO3	TYRO3 protein tyrosine kinase	TYRO3	LOC103826657	103826657
103826658	ENSSCAG00000001583	RPAP1	RNA polymerase II associated protein 1	RPAP1	RPAP1	RNA polymerase II associated protein 1	RPAP1	LOC103826658	103826658
103826660	ENSSCAG00000009172	RALBP1	ralA binding protein 1	RALBP1	RALBP1	ralA binding protein 1	RALBP1	LOC103826660	103826660
103826661	ENSSCAG00000002491	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	RTF1	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component	RTF1	LOC103826661	103826661
103826662	ENSSCAG00000002495	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	NDUFAF1	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	NDUFAF1	LOC103826662	103826662
103826663	ENSSCAG00000002497	NUSAP1	nucleolar and spindle associated protein 1	NUSAP1	NUSAP1	nucleolar and spindle associated protein 1	NUSAP1	LOC103826663	103826663
103826664	ENSSCAG00000002509	CHP1	calcineurin like EF-hand protein 1	CHP1	CHP1	calcineurin like EF-hand protein 1	CHP1	LOC103826664	103826664
103826665	ENSSCAG00000002520	INO80	INO80 complex ATPase subunit	INO80	INO80	INO80 complex ATPase subunit	INO80	LOC103826665	103826665
103826666	ENSSCAG00000002541	DLL4	delta like canonical Notch ligand 4	DLL4	DLL4	delta like canonical Notch ligand 4	DLL4	LOC103826666	103826666
103826667	ENSSCAG00000002552	VPS18	VPS18 core subunit of CORVET and HOPS complexes	VPS18	VPS18	VPS18 core subunit of CORVET and HOPS complexes	VPS18	LOC103826667	103826667
103826668	ENSSCAG00000002561	RHOV	ras homolog family member V	RHOV	RHOV	ras homolog family member V	RHOV	LOC103826668	103826668
103826669	ENSSCAG00000002568	SPINT1	serine peptidase inhibitor, Kunitz type 1		SPINT1	serine peptidase inhibitor, Kunitz type 1	SPINT1	LOC103826669	103826669
103826671	ENSSCAG00000002580	ZFYVE19	zinc finger FYVE-type containing 19	ZFYVE19	ZFYVE19	zinc finger FYVE-type containing 19	ZFYVE19	LOC103826671	103826671
