task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2553	9d/16ed89	6914	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES15_601_Control-protein_14)	CACHED	0	2022-07-16 10:59:32.071	738ms	0ms	52.8%	2.7 MB	11.7 MB	1.4 MB	91.2 KB
2491	8f/b15e8b	133404	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES103_625_Control-lipid_0)	CACHED	0	2022-07-16 10:38:54.565	24.5s	24s	169.2%	3.8 MB	209.7 MB	2.4 GB	5.5 KB
2560	d6/0b905b	159050	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES20_618_Control-lipid_0)	CACHED	0	2022-07-16 10:43:00.402	441ms	0ms	109.8%	1.6 MB	5.4 MB	1.4 MB	91.2 KB
2530	49/7518a6	153093	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES27_619_MG-lipid_21)	CACHED	0	2022-07-16 10:42:07.975	21.3s	20s	166.5%	3.7 MB	209.7 MB	2 GB	5.5 KB
2539	b4/f8d317	94750	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES99_SEM19-107_MG-protein_21)	CACHED	0	2022-07-16 12:21:31.237	17m 5s	17m 4s	97.2%	681 MB	4.8 GB	44.7 GB	22.5 GB
2492	13/004d7a	8574	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES15_601_Control-protein_14)	CACHED	0	2022-07-16 10:59:46.372	1m 15s	1m 14s	135.9%	4.7 MB	211.3 MB	2 GB	225.1 KB
2486	e7/041210	145775	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES103_625_Control-lipid_0)	CACHED	0	2022-07-16 10:40:45.025	1m 23s	1m 22s	136.3%	4.6 MB	211.3 MB	2.4 GB	226.3 KB
2428	88/11e881	77422	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:34:02.403	4m 49s	4m 49s	121.2%	711.1 MB	1 GB	2.7 GB	180.1 MB
2557	f5/66ed36	225986	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES18_615_Control-protein_14)	CACHED	0	2022-07-16 10:53:12.264	552ms	0ms	96.6%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2477	e0/75b2c4	151061	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES31_Blue-055_NA_0)	CACHED	0	2022-07-16 10:41:46.509	1m 14s	1m 14s	138.4%	4.6 MB	211.4 MB	2.1 GB	225.4 KB
2482	51/131e24	220902	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES14_209_MG-lipid_21)	CACHED	0	2022-07-16 10:52:37.603	19.3s	19s	166.9%	3.8 MB	209.7 MB	1.9 GB	5.5 KB
2479	c7/394ec7	219084	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES14_209_MG-lipid_21)	CACHED	0	2022-07-16 10:52:20.126	1m 6s	1m 6s	140.9%	4.7 MB	211.4 MB	1.9 GB	224.8 KB
2506	0f/2b4c83	247792	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES2_48_Control-lipid_14)	CACHED	0	2022-07-16 10:56:21.718	1m 16s	1m 16s	140.7%	4.6 MB	211.4 MB	2.1 GB	225.2 KB
2555	f8/2ef3dd	196736	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES12_209_MG-lipid_0)	CACHED	0	2022-07-16 10:48:42.124	539ms	0ms	98.5%	1.6 MB	5.4 MB	1.4 MB	91 KB
2556	b6/dd0e71	109371	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES102_SEM19-140_Control-lipid_21)	CACHED	0	2022-07-16 10:35:38.344	766ms	0ms	59.1%	2.7 MB	11.7 MB	1.4 MB	91.3 KB
2456	89/5bc92a	116977	NFCORE_RNASEQ:RNASEQ:DUPRADAR (ES96_610_MG-protein_21)	CACHED	0	2022-07-16 08:12:58.867	16m 24s	16m 22s	100.9%	1.2 MB	11 MB	44.8 GB	22.3 GB
2439	08/863d78	62485	NFCORE_RNASEQ:RNASEQ:RSEQC:RSEQC_INNERDISTANCE (ES43_Blue-013_Control-protein_21)	CACHED	0	2022-07-15 23:30:14.803	1m 42s	1m 40s	108.8%	462.8 MB	1.6 GB	131.8 MB	80.9 MB
2517	d9/5a8a5f	114391	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES23_Blue-010_Control-lipid_0)	CACHED	0	2022-07-16 10:36:09.552	1m 16s	1m 16s	138.6%	4.6 MB	211.4 MB	2.1 GB	225.3 KB
2458	7e/3b764c	101431	NFCORE_RNASEQ:RNASEQ:MARK_DUPLICATES_PICARD:SAMTOOLS_INDEX (ES96_610_MG-protein_21)	CACHED	0	2022-07-16 10:34:45.079	25.4s	25s	174.9%	11.2 MB	209.7 MB	2.4 GB	1.2 MB
2489	95/a3f49d	139600	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES21_618_Control-lipid_14)	CACHED	0	2022-07-16 10:39:40.278	15s	15s	166.9%	3.7 MB	209.7 MB	1.5 GB	5.5 KB
2444	67/613eb1	145442	NFCORE_RNASEQ:RNASEQ:DESEQ2_QC_RSEM	CACHED	0	2022-07-16 12:35:50.302	27m 36s	27m 35s	2090.3%	1.2 MB	11 MB	84.3 MB	31.4 MB
2519	d8/b74df7	239935	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES29_Blue-098_Control-lipid_14)	CACHED	0	2022-07-16 10:54:59.583	1m 28s	1m 28s	135.3%	4.5 MB	211.4 MB	2.4 GB	226.5 KB
2483	87/b19d4e	141193	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES26_619_MG-lipid_14)	CACHED	0	2022-07-16 10:39:55.234	1m 9s	1m 9s	139.9%	4.7 MB	211.3 MB	2 GB	225.4 KB
2485	ff/5aa721	161000	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES37_AR17-21_MG-lipid_14)	CACHED	0	2022-07-16 10:43:13.838	21.9s	21s	165.9%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2504	a9/cb159a	159270	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES20_618_Control-lipid_0)	CACHED	0	2022-07-16 10:43:00.848	1m 17s	1m 17s	139.9%	4.7 MB	211.1 MB	2.1 GB	225.4 KB
2499	74/1f1c8a	224155	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES18_615_Control-protein_14)	CACHED	0	2022-07-16 10:52:57.435	1m 15s	1m 14s	142.8%	4.7 MB	211.4 MB	2.1 GB	225.2 KB
2481	75/7e3aeb	193318	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES37_AR17-21_MG-lipid_14)	CACHED	0	2022-07-16 10:48:09.247	1m 18s	1m 18s	137.8%	4.7 MB	211.4 MB	2.2 GB	225.7 KB
2547	97/8822f0	193153	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES37_AR17-21_MG-lipid_14)	CACHED	0	2022-07-16 10:48:08.671	567ms	1s	105.3%	1.6 MB	5.4 MB	1.4 MB	91.1 KB
2515	e5/acc8f0	197099	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES30_Blue-098_Control-lipid_21)	CACHED	0	2022-07-16 10:48:43.204	58.2s	58s	140.4%	4.7 MB	211.4 MB	1.7 GB	224.4 KB
2520	f9/1c2054	188150	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES27_619_MG-lipid_21)	CACHED	0	2022-07-16 10:47:13.567	1m 14s	1m 14s	136.6%	4.7 MB	211.4 MB	2 GB	225.4 KB
2476	eb/1e01e2	214235	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES13_209_MG-lipid_14)	CACHED	0	2022-07-16 10:51:25.549	1m 25s	1m 25s	135.8%	4.7 MB	211.4 MB	2.2 GB	226.1 KB
2529	c4/7f1574	203721	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES29_Blue-098_Control-lipid_14)	CACHED	0	2022-07-16 10:49:50.109	25s	25s	165.0%	3.7 MB	209.7 MB	2.4 GB	5.5 KB
2469	d1/cbc749	256067	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES24_Blue-010_Control-lipid_21)	CACHED	0	2022-07-16 10:57:37.876	23.5s	23s	171.4%	3.8 MB	209.7 MB	2.3 GB	5.5 KB
2493	df/1aa3cc	190065	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES22_618_Control-lipid_21)	CACHED	0	2022-07-16 10:47:28.789	1m 13s	1m 12s	139.3%	4.7 MB	211.4 MB	2.1 GB	225.8 KB
2564	1b/cdb6d6	233194	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES101_SEM19-140_Control-lipid_14)	CACHED	0	2022-07-16 10:54:08.983	715ms	0ms	100.9%	6 MB	15 MB	1.4 MB	91.2 KB
2548	e5/ee8f31	113343	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES26_619_MG-lipid_14)	CACHED	0	2022-07-16 10:36:02.634	666ms	1s	70.2%	2.7 MB	11.7 MB	1.4 MB	90.9 KB
2589	6b/428ea0	78946	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 11:10:38.932	824ms	0ms	104.9%	4 MB	13.2 MB	1.4 MB	91.1 KB
2513	df/01ea5d	126684	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES10_172_Control-protein_14)	CACHED	0	2022-07-16 10:38:06.952	1m 12s	1m 11s	140.3%	4.6 MB	211.3 MB	2 GB	224.8 KB
2577	42/f21f9a	40286	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES89_Blue-049_Control-protein_0)	CACHED	0	2022-07-16 11:04:35.295	519ms	0ms	109.9%	4.2 MB	13.2 MB	741.5 KB	88.7 KB
2559	d1/db7ea4	160778	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES19_615_Control-protein_21)	CACHED	0	2022-07-16 10:43:13.408	422ms	0ms	99.7%	1.6 MB	5.4 MB	1.4 MB	91.3 KB
2546	b6/b99444	223881	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES14_209_MG-lipid_21)	CACHED	0	2022-07-16 10:52:56.943	484ms	0ms	91.0%	1.6 MB	5.4 MB	1.3 MB	90.8 KB
2580	b5/3cf247	26691	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES40_LD19-239_MG-lipid_21)	CACHED	0	2022-07-16 11:02:34.051	567ms	0ms	103.2%	1.6 MB	5.4 MB	1.4 MB	91.2 KB
2571	46/8ca198	248738	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES105_625_Control-lipid_21)	CACHED	0	2022-07-16 10:56:27.389	567ms	0ms	66.3%	3 MB	12.1 MB	1.3 MB	91.3 KB
2581	8b/4873a3	127015	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES39_LD19-239_MG-lipid_14)	CACHED	0	2022-07-16 10:38:08.110	22.1s	22s	164.7%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2550	40/8acfa0	136090	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES103_625_Control-lipid_0)	CACHED	0	2022-07-16 10:39:18.967	560ms	0ms	68.3%	3.2 MB	12.2 MB	1.4 MB	91.2 KB
2576	3e/b67cb7	23391	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES89_Blue-049_Control-protein_0)	CACHED	0	2022-07-16 11:02:13.485	570ms	0ms	113.6%	2.9 MB	209.7 MB	5.9 MB	5.5 KB
2525	b6/46b19a	237256	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES28_Blue-098_Control-lipid_0)	CACHED	0	2022-07-16 10:54:34.620	1m 30s	1m 31s	134.8%	4.7 MB	211.1 MB	2.5 GB	226.9 KB
2526	72/a64446	126078	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES10_172_Control-protein_14)	CACHED	0	2022-07-16 10:38:02.163	19.8s	19s	168.6%	3.7 MB	209.7 MB	2 GB	5.5 KB
2572	d7/dbfb00	236853	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES28_Blue-098_Control-lipid_0)	CACHED	0	2022-07-16 10:54:33.871	742ms	0ms	51.7%	2.7 MB	11.7 MB	1.4 MB	91.6 KB
2487	38/feb827	124116	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES26_619_MG-lipid_14)	CACHED	0	2022-07-16 10:37:46.666	20.3s	20s	169.1%	3.7 MB	209.7 MB	2 GB	5.5 KB
2490	be/6716b3	163538	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES17_615_Control-protein_0)	CACHED	0	2022-07-16 10:43:39.107	1m 17s	1m 16s	142.4%	4.6 MB	211.4 MB	2.1 GB	225.2 KB
2584	c3/ea7b6e	20443	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES40_LD19-239_MG-lipid_21)	CACHED	0	2022-07-16 11:01:47.228	25.5s	25s	168.6%	3.7 MB	209.7 MB	2.4 GB	5.5 KB
2474	2a/18bffc	175866	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES35_101-LS_MG-lipid_21)	CACHED	0	2022-07-16 10:45:25.039	1m 15s	1m 15s	137.0%	4.6 MB	211.4 MB	2.1 GB	225.5 KB
2531	b2/49d3f7	4357	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 10:59:11.350	20.7s	20s	172.5%	3.7 MB	209.7 MB	2 GB	5.5 KB
2596	f8/a7c848	37178	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES47_Blue-45_MG-protein_0)	CACHED	0	2022-07-16 11:04:09.401	20.7s	21s	175.1%	3.7 MB	209.7 MB	2.1 GB	5.5 KB
2468	03/2ad26d	252133	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES24_Blue-010_Control-lipid_21)	CACHED	0	2022-07-16 10:56:54.674	545ms	1s	81.1%	3.2 MB	12.2 MB	1.4 MB	91.3 KB
2532	d8/094d39	249014	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES105_625_Control-lipid_21)	CACHED	0	2022-07-16 10:56:27.965	25.8s	25s	171.1%	3.7 MB	209.7 MB	2.5 GB	5.5 KB
2594	2d/e8e67a	62194	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-16 11:08:07.092	1m 4s	1m 3s	141.3%	4.6 MB	211.4 MB	1.8 GB	224.2 KB
2567	4d/289a32	114170	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES23_Blue-010_Control-lipid_0)	CACHED	0	2022-07-16 10:36:09.000	547ms	0ms	105.4%	6.1 MB	15.1 MB	1.4 MB	91.1 KB
2570	6a/97d4cf	9702	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES49_Blue-024_Control-protein_0)	CACHED	0	2022-07-16 10:59:54.456	564ms	0ms	99.8%	5.3 MB	14.2 MB	1.4 MB	91.1 KB
2595	90/25de46	56610	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES47_Blue-45_MG-protein_0)	CACHED	0	2022-07-16 11:07:17.892	1m 13s	1m 12s	140.9%	4.6 MB	211.4 MB	2.1 GB	225 KB
2585	51/b9d540	50122	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-16 11:06:10.187	461ms	0ms	91.9%	1.6 MB	5.4 MB	1.4 MB	91 KB
2545	9f/c26eb7	136426	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES31_Blue-055_NA_0)	CACHED	0	2022-07-16 10:39:19.535	545ms	0ms	79.9%	3.2 MB	12.2 MB	1.3 MB	91.2 KB
2533	04/48d783	236872	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES28_Blue-098_Control-lipid_0)	CACHED	0	2022-07-16 10:54:33.904	25.7s	25s	163.2%	3.8 MB	209.7 MB	2.5 GB	5.5 KB
2510	8f/ee5f88	195158	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES33_101-LS_MG-lipid_0)	CACHED	0	2022-07-16 10:48:28.001	1m 21s	1m 20s	136.6%	4.7 MB	211.4 MB	2.1 GB	225 KB
2472	29/5bd9f0	241131	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES34_101-LS_MG-lipid_14)	CACHED	0	2022-07-16 10:55:06.634	1m 15s	1m 15s	134.9%	4.5 MB	211.4 MB	2 GB	225.4 KB
2511	6c/39742f	231271	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES101_SEM19-140_Control-lipid_14)	CACHED	0	2022-07-16 10:53:53.517	1m 12s	1m 11s	139.9%	4.7 MB	211.3 MB	2 GB	225.9 KB
2592	63/5cf8e1	40453	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES55_SEM19-74_MG-protein_21)	CACHED	0	2022-07-16 11:04:35.821	18.8s	18s	171.1%	3.8 MB	209.7 MB	1.8 GB	5.5 KB
2598	64/79aae7	208985	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES54_SEM19-74_MG-protein_14)	CACHED	0	2022-07-16 10:50:44.149	1m 14s	1m 13s	137.0%	4.7 MB	211.4 MB	2 GB	225 KB
2599	c2/e26487	97956	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES62_Blue-035_MG-protein_14)	CACHED	0	2022-07-16 11:13:23.089	1m 14s	1m 13s	138.0%	4.7 MB	211.4 MB	2.1 GB	225.9 KB
2467	e7/ae6a86	113511	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES100_SEM19-140_Control-lipid_0)	CACHED	0	2022-07-16 10:36:03.308	1m 15s	1m 15s	138.2%	4.4 MB	211.4 MB	2.1 GB	225.5 KB
2478	94/cb1be2	217153	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES13_209_MG-lipid_14)	CACHED	0	2022-07-16 10:51:57.903	22.2s	21s	167.6%	3.7 MB	209.7 MB	2.2 GB	5.5 KB
2543	e1/8a27fd	177252	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES35_101-LS_MG-lipid_21)	CACHED	0	2022-07-16 10:45:39.582	553ms	0ms	102.1%	1.6 MB	5.4 MB	1.4 MB	91 KB
2494	65/3e356a	123347	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ES32_Blue-055_NA_14)	CACHED	0	2022-07-16 10:37:39.108	23.1s	23s	168.7%	3.8 MB	209.7 MB	2.2 GB	5.5 KB
2593	d7/221e64	44260	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES40_LD19-239_MG-lipid_21)	CACHED	0	2022-07-16 11:05:03.119	1m 28s	1m 27s	142.2%	4.4 MB	211.4 MB	2.4 GB	226.5 KB
2501	ea/2983dc	172951	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES19_615_Control-protein_21)	CACHED	0	2022-07-16 10:44:55.904	1m 10s	1m 9s	140.1%	4.6 MB	211.3 MB	2 GB	225.2 KB
2604	2e/06dea4	212867	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES11_172_Control-protein_21)	CACHED	0	2022-07-16 10:51:17.495	1m 20s	1m 20s	137.5%	4.7 MB	211.1 MB	2.2 GB	225.9 KB
2601	37/c24c86	171743	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-16 11:24:38.602	1m 14s	1m 14s	136.9%	4.6 MB	211.4 MB	2 GB	225.3 KB
2590	5b/c4239a	163796	NFCORE_RNASEQ:RNASEQ:QUANTIFY_RSEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ES81_Blue-047_Control-lipid_0)	CACHED	0	2022-07-16 11:23:28.106	648ms	0ms	78.5%	2.9 MB	12.1 MB	1.4 MB	91.1 KB
